"district","hh_id","shed","q1","q1a","q1b","consent","mcc.q4","mcc.q5","mcc.secB_group.b01","mcc.secB_group.b02.5","mcc.secB_group.b02.6","mcc.secB_group.b02.7","mcc.secB_group.b02.99","mcc.secB_group.b03","mcc.secB_group.b04","mcc.secB_group.b05.1","mcc.secB_group.b05.2","mcc.secB_group.b05.3","mcc.secB_group.b05.4","mcc.secB_group.b05.5","mcc.secB_group.b05.6","mcc.secB_group.b05.7","mcc.secB_group.b05.8","mcc.secB_group.b05.96","mcc.secC_group.q6","mcc.secC_group.q6a","mcc.secC_group.q8","mcc.secC_group.q14","mcc.secC_group.q15","mcc.secC_group.q16","mcc.secC_group.q17","mcc.secC_group.q18","mcc.secC_group.q19","mcc.secC_group.q20","mcc.secC_group.q21","mcc.secC_group.q22","mcc.secC_group.q23","mcc.secC_group.q24","mcc.secC_group.q25","mcc.secC_group.q26","mcc.secC_group.q27","mcc.secC_group.q28","mcc.secC_group.q28b","mcc.secC_group.q28c","mcc.secC_group.q28d","mcc.secC_group.q28e","mcc.secC_group.secC_subgroup.q29","mcc.secC_group.secC_subgroup.q30","mcc.secC_group.secC_subgroup.q30a","mcc.secC_group.secC_subgroup.q30b","mcc.secC_group.secC_subgroup.q31","mcc.secC_group.secC_subgroup.q32","mcc.secC_group.secC_subgroup.q33","mcc.secC_group.q34","mcc.secC_group.q35","mcc.secC_group.q36","mcc.secC_group.q37","mcc.secC_group.q38","mcc.secC_group.q39.1","mcc.secC_group.q39.2","mcc.secC_group.q39.3","mcc.secC_group.q39.4","mcc.secC_group.q39.5","mcc.secC_group.q39.6","mcc.secC_group.q39.7","mcc.secC_group.q39.8","mcc.secC_group.q39.9","mcc.secC_group.q39.10","mcc.secC_group.q39.11","mcc.secC_group.q39.96","mcc.secC_group.q39.98","mcc.secC_group.q41","mcc.secC_group.q42","mcc.secC_group.q43","mcc.secD_group.q49","mcc.secD_group.q50","mcc.secD_group.q51","mcc.secD_group.q52","mcc.secD_group.q53","mcc.secD_group.q54","mcc.secD_group.q55","mcc.secD_group.q56","mcc.secD_group.q57","mcc.secD_group.q58","mcc.secD_group.q59","mcc.secD_group.q60","mcc.secD_group.q61","mcc.secD_group.q62","mcc.secD_group.q63","mcc.secD_group.q64","mcc.secD_group.q65","mcc.secD_group.q66","mcc.secD_group.q67","mcc.secD_group.q68","mcc.secD_group.q69","mcc.secD_group.q70","mcc.secD_group.q71","mcc.secD_group.q72","mcc.secD_group.q73","mcc.secD_group.q74","mcc.secD_group.q75","mcc.secD_group.q76","mcc.secD_group.q88","mcc.secD_group.q89","mcc.secD_group.q90","mcc.secD_group.q91","mcc.secD_group.q92","mcc.secD_group.q93","mcc.secD_group.q94","mcc.secD_group.q95","mcc.secD_group.q96","mcc.secD_group.q97","mcc.secE_group.q98","mcc.secE_group.q99","mcc.secE_group.q100","mcc.secE_group.q101","mcc.secE_group.q102","mcc.secE_group.q102b","mcc.secE_group.q102c","mcc.secF_group.c1","mcc.secF_group.x1","mcc.secF_group.c6","mcc.secF_group.x3","mcc.secF_group.c11","mcc.secF_group.x5","mcc.secF_group.c13","mcc.secF_group.x7","mcc.secF_group.c16","mcc.secF_group.x9","mcc.secF_group.c2","mcc.secF_group.x11","mcc.secF_group.x13","mcc.secF_group.x18","mcc.secF_group.c3","mcc.secF_group.x21","mcc.secF_group.x23","mcc.secF_group.x28","mcc.secF_group.c4","mcc.secF_group.x31","mcc.secF_group.x33","mcc.secF_group.x38","mcc.secF_group.c5","mcc.secF_group.x41","mcc.secF_group.x43","mcc.secF_group.x44","mcc.secF_group.c7","mcc.secF_group.x51","mcc.secF_group.x48","mcc.secF_group.c8","mcc.secF_group.x61","mcc.secF_group.x62","mcc.secF_group.c9","mcc.secF_group.x71","mcc.secF_group.x73","mcc.secF_group.x78","mcc.secF_group.c10","mcc.secF_group.x81","mcc.secF_group.x83","mcc.secF_group.x88","mcc.secF_group.c12","mcc.secF_group.x91","mcc.secF_group.x93","mcc.secF_group.x98","mcc.secF_group.c14","mcc.secF_group.x101","mcc.secF_group.x103","mcc.secF_group.x108","mcc.secF_group.c15","mcc.secF_group.x111","mcc.secF_group.x113","mcc.secF_group.x118","mcc.secF_group.c17","mcc.secF_group.c18.1","mcc.secF_group.c18.2","mcc.secF_group.c18.3","mcc.secF_group.c18.4","mcc.secF_group.c18.5","mcc.secF_group.c18.6","mcc.secF_group.c19.1","mcc.secF_group.c19.2","mcc.secF_group.c19.3","mcc.secF_group.c19.4","mcc.secF_group.c19.5","mcc.secF_group.c19.6","mcc.secF_group.c19.7","mcc.secF_group.c19.8","mcc.secF_group.c19.96","mcc.secF_group.c154","mcc.secF_group.c155.1","mcc.secF_group.c155.2","mcc.secF_group.c155.3","mcc.secF_group.c155.4","mcc.secF_group.c155.5","mcc.secF_group.c155.96","mcc.secF_group.c155.98","mcc.secF_group.c158","mcc.secF_group.c159","mcc.secF_group.c163","mcc.secF_group.c164","mcc.secF_group.c169x","mcc.secF_group.c169x2","mcc.secF_group.c169x1","mcc.secF_group.c170","mcc.secF_group.c171.1","mcc.secF_group.c171.2","mcc.secF_group.c171.3","mcc.secF_group.c172","mcc.secF_group.c173","mcc.secF_group.c174.1","mcc.secF_group.c174.2","mcc.secF_group.c174.3","mcc.secF_group.c174.4","mcc.secF_group.c174.5","mcc.secF_group.c174.96","mcc.secF_group.c180","mcc.secF_group.c181","mcc.secF_group.c182","mcc.secG_group.f01","mcc.secG_group.f02","mcc.secG_group.f03","mcc.secG_group.f04","mcc.secG_group.f05","mcc.secH_group.g01","mcc.secH_group.g02","mcc.secH_group.g03","mcc.secH_group.g04","mcc.secH_group.g05","mcc.secH_group.g06","mcc.secH_group.g07","mcc.secH_group.g08","mcc.secH_group.g09","mcc.secH_group.g10","mcc.secH_group.g11"
"NAKASEKE","M_81","C",1,"2","1",1,"Male","6","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Manager","2","n/a","5","2","14","1200","0","n/a","2","1","300","3500","25","95","09:00:00.000+03:00","2","0","0","1","1","1","15","10","10","100000","2","2","2","2","n/a","1","00:00:00.000+03:00","3","True","False","False","False","False","False","False","False","False","False","False","False","False","1","2","96","1","1200","1200","14","1200","0","0","1200","0","0","0","0","1350","1","1","800","2500","16","2500","0","0","2500","0","0","0","0","950","1","2","2","0","0","5","1","1","1","0","3","2","2","0","0","0","1100000","0","1","3","2","3","1","3","3","n/a","3","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","3","2","3","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","3","300000","2","2","3","1500000","2","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","2","2","1","2","n/a","n/a","1","False","True","True","1","2","True","False","False","False","False","False","1","1","1","1","2","1","8000000","5","2","2","2","2","1","2","2","2","2","4","4"
"MASINDI","M_64","C",1,"2","1",1,"Male","5","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Manager","2","n/a","3","2","0","n/a","60","2000","3","3","n/a","3500","40","100","07:00:00.000+03:00","2","0","0","0","1","1","2","1","1","6000","2","2","2","1","60","1","12:00:00.000+03:00","3","False","False","True","False","False","False","False","False","False","False","False","False","False","2","n/a","n/a","3","1200","1500","35","1500","0","0","0","0","1500","0","0","1200","1","3","600","2500","60","2500","0","0","0","0","2500","0","0","700","1","2","2","0","0","0","0","2","0","0","1","3","3","0","0","0","150000","0","1","1","2","3","3","n/a","3","n/a","3","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","1","1","2","3","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","2","98","2","1","1","50000","1","False","True","True","1","2","True","False","False","False","False","False","1","1","1","1","4","2","n/a","n/a","2","2","2","2","2","2","2","2","2","4","5"
"NAKASEKE","M_90","C",1,"2","1",1,"Male","6","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Manager","1","1","2","2","10","700","15","1800","2","3","n/a","5200","50","70","09:00:00.000+03:00","1","0","0","0","2","2","4","4","4","6000","3","3","2","1","20","1","12:00:00.000+03:00","1","True","True","False","False","False","False","False","False","False","False","False","False","False","2","n/a","n/a","1","1000","900","15","900","0","0","0","0","900","0","0","1100","2","1","700","2000","20","2000","0","0","0","0","2000","0","0","800","2","3","3","0","0","5","0","2","1","2","2","3","3","0","0","0","500000","0","1","3","2","3","3","n/a","3","n/a","3","n/a","3","n/a","n/a","n/a","2","3","100000","2","2","2","150000","2","3","n/a","n/a","n/a","2","3","2","3","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","3","0","2","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","n/a","n/a","2","n/a","n/a","1","False","False","True","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","1","1","1","4","2","n/a","n/a","2","1","1","2","2","2","2","2","4","2","4"
"NAKASEKE","n/a","n/a",1,"2","1",1,"Male","4","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Manager","1","1","2","2","10","1000","15","1000","3","2","500","6200","25","80","07:16:00.000+03:00","2","1","0","0","1","1","4","2","3","10000","2","3","2","2","n/a","1","13:00:00.000+03:00","1","False","False","False","True","False","False","False","False","False","False","False","False","False","2","n/a","n/a","1","1000","2000","25","2000","0","0","0","0","2000","0","0","1200","1","1","800","4500","40","4500","0","0","0","0","4500","0","0","950","1","3","3","0","0","0","0","2","1","0","1","2","2","0","0","0","200000","0","2","2","2","3","1","1","3","n/a","3","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","3","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","1","2","999","2","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","n/a","n/a","2","n/a","n/a","1","False","True","True","1","8","False","False","False","True","True","False","1","1","1","2","n/a","2","n/a","n/a","1","1","1","1","1","1","1","2","2","3","4"
"NAKASEKE","n/a","n/a",1,"2","1",1,"Male","6","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Manager","1","1","5","2","3","40","13","4500","3","2","1000","10000","20","80","08:00:00.000+03:00","3","1","0","0","1","3","8","6","999","999","3","3","3","2","n/a","2","11:30:00.000+03:00","1","False","False","False","False","False","False","False","False","False","True","False","True","False","1","3","96","1","900","3000","7","3000","0","0","0","0","3000","0","8","999","999","1","600","6000","13","4000","0","0","2000","0","4000","0","8","999","2","6","5","0","0","3","0","3","1","2","1","4","4","0","0","0","420000","0","2","3","2","2","2","2","3","n/a","3","n/a","3","n/a","n/a","n/a","2","3","250000","2","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","3","2","3","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","3","20000","2","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","1","1","2","2","n/a","n/a","1","False","True","True","1","96","False","False","False","True","True","False","1","1","1","2","n/a","1","500000000","4","1","1","1","1","1","1","1","2","2","2","5"
"NAKASEKE","M_87","C",1,"1","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"NAKASEKE","M_79","C",1,"1","n/a",1,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","n/a","2","2","3","300","10","1000","3","3","n/a","4200","55","85","09:00:00.000+03:00","1","1","0","0","2","2","8","5","7","100000","3","3","3","2","n/a","1","12:52:00.000+03:00","3","True","False","True","False","False","False","False","False","False","False","False","False","False","2","n/a","n/a","1","1200","700","15","700","700","0","0","0","0","0","0","1000","2","1","1000","2500","20","2500","1200","0","0","0","1300","0","0","800","2","3","2","1","0","30","1","3","0","1","0","2","2","0","0","0","800000","0","1","1","2","3","1","1","3","n/a","3","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","2","3","2","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","1","True","False","False","False","False","False","False","False","False","False","False","True","False","True","False","2","False","False","False","False","True","False","False","1","1","98","1","1","2","100000","1","False","False","True","1","2","False","False","False","False","True","False","1","1","1","1","4","2","n/a","n/a","1","1","1","2","2","2","2","2","2","4","4"
"NAKASEKE","M_77","C",2,"n/a","n/a",1,"n/a","n/a","2018-10-01","True","False","False","True","None","3","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"NAKASEKE","M_73","C",1,"1","n/a",1,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","n/a","1","2","5","1000","20","2000","3","3","n/a","9000","15","35","08:30:00.000+03:00","1","0","0","0","1","2","4","3","3","22000","2","3","3","2","n/a","1","12:21:00.000+03:00","3","False","False","True","False","False","False","False","False","False","False","False","False","False","2","n/a","n/a","1","1100","1000","20","1000","0","0","0","0","1000","0","2","1100","2","1","500","3000","25","3000","0","0","0","0","3000","0","2","500","2","0","0","0","0","5","0","2","0","3","0","2","1","1","0","0","200000","400000","1","1","2","3","1","1","3","n/a","3","n/a","2","3","300000","2","2","3","35000","2","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","3","2","3","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","3","45000","2","3","n/a","n/a","n/a","1","True","False","False","False","False","False","False","False","False","False","False","True","False","False","False","3","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","1","98","1","2","n/a","n/a","1","False","False","True","1","2","False","False","False","False","True","False","1","1","1","1","4","2","n/a","n/a","2","2","1","2","2","2","2","2","2","2","2"
"NAKASEKE","n/a","n/a",1,"2","1",1,"Male","5","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Manager","2","n/a","2","2","5","2000","2","1600","2","2","600","3600","55","100","07:00:00.000+03:00","1","0","0","0","1","1","1","1","1","3600","3","98","98","1","12","1","11:30:00.000+03:00","3","False","False","True","False","False","False","False","False","False","False","False","False","False","2","n/a","n/a","1","1000","1000","10","1000","0","0","0","0","1000","0","0","1200","1","1","500","3600","20","3600","0","0","0","0","3600","0","0","600","1","3","3","0","0","2","0","1","0","0","1","2","2","0","0","0","200000","0","2","2","3","n/a","2","1","3","n/a","3","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","2","2","3","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","n/a","n/a","2","n/a","n/a","1","False","True","True","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","1","1","2","n/a","2","n/a","n/a","2","2","2","2","2","2","2","2","3","3","5"
"NAKASEKE","M_75","C",1,"1","n/a",1,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","n/a","5","2","25","4000","999","999","3","3","n/a","8000","30","85","08:30:00.000+03:00","1","0","0","0","1","2","1","1","2","8000","3","3","3","2","n/a","2","12:00:00.000+03:00","1","False","False","True","False","False","False","False","False","False","False","False","False","False","2","n/a","n/a","1","900","1500","25","1500","0","0","0","0","1500","0","0","1000","1","1","500","6000","25","6000","0","0","0","0","6000","0","0","600","1","2","2","0","0","0","0","2","0","0","2","2","2","0","0","0","300000","0","2","2","3","n/a","3","n/a","3","n/a","3","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","3","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","n/a","n/a","2","n/a","n/a","1","False","True","True","1","2","False","False","True","False","False","False","1","1","1","2","n/a","2","n/a","n/a","2","1","1","2","2","2","2","2","2","3","3"
"NAKASEKE","M_86","C",1,"1","n/a",1,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","5","7","1","n/a","n/a","13","30000","3","3","n/a","35000","65","100","14:00:00.000+03:00","1","1","2","0","2","6","2","2","2","35000","2","3","3","2","n/a","1","20:00:00.000+03:00","3","False","False","True","False","False","False","False","False","False","False","False","False","False","2","n/a","n/a","6","1000","25000","13","25000","0","0","0","0","25000","0","0","1100","1","6","800","30000","15","35000","0","0","0","0","35000","0","0","800","1","999","218","0","0","0","0","10","1","4","5","6","5","1","0","0","300000","1000000","2","3","3","n/a","2","1","3","n/a","2","4","2","3","300000","1","2","2","200000","1","2","2","200000","1","3","n/a","n/a","n/a","2","4","1","2","2","98","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","1","False","True","False","False","False","False","False","True","False","False","False","False","False","False","False","1","True","False","False","False","False","False","False","3","n/a","n/a","n/a","2","n/a","n/a","2","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","1","1","1","4","2","n/a","n/a","2","2","2","2","2","2","2","2","2","2","4"
"NAKASEKE","M_78","C",1,"2","1",1,"Male","5","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Manager","1","3","7","2","20","3000","0","n/a","3","3","n/a","4500","30","90","09:00:00.000+03:00","1","0","0","0","2","1","8","8","8","30000","2","3","3","2","n/a","1","12:00:00.000+03:00","3","False","False","True","False","False","False","False","False","False","False","False","False","False","2","n/a","n/a","1","800","1500","15","1500","0","0","0","0","1500","0","0","1100","2","1","500","4000","20","4000","0","0","0","0","3000","0","1000","700","2","5","4","1","0","0","0","1","0","2","2","3","3","0","0","0","450000","0","3","n/a","3","n/a","1","1","3","n/a","3","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","1","2","3","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","2","6","2","2","n/a","n/a","1","False","True","True","1","2","False","False","False","False","True","False","1","1","1","2","n/a","2","n/a","n/a","2","2","1","1","1","2","2","2","3","3","3"
"KIRUHURA","M_13","SW",1,"1","n/a",1,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","3","3","1","n/a","n/a","24","2000","1","1","400","4000","70","90","07:30:00.000+03:00","2","3","0","0","2","1","3","2","2","9000","1","1","3","2","n/a","1","12:00:00.000+03:00","4","False","False","False","True","False","False","False","False","False","False","False","False","False","1","3","1","3","950","2000","18","2000","0","0","0","0","2000","0","0","1200","1","3","900","3500","26","3500","0","0","0","0","3500","0","3400","900","1","8","8","0","0","1","0","3","2","0","0","13","3","0","10","0","250000","999","1","1","2","2","1","1","3","n/a","3","n/a","2","1","2400000","2","2","2","3000000","2","1","3","6000000","2","3","n/a","n/a","n/a","2","3","2","2","1","2","3","n/a","n/a","n/a","3","n/a","n/a","n/a","1","1","120000000","2","3","n/a","n/a","n/a","3","n/a","n/a","n/a","1","False","False","False","False","True","False","False","False","False","True","True","False","False","False","False","2","False","False","True","False","False","False","False","1","2","6","1","1","1","700000","1","False","True","True","1","5","True","False","False","False","False","False","1","1","1","1","4","2","n/a","n/a","1","1","1","2","1","1","2","2","4","4","4"
"KIRUHURA","M_11","SW",1,"1","n/a",1,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","n/a","3","2","2","14","12","86","3","3","n/a","3450","20","30","07:00:00.000+03:00","2","2","0","0","1","1","2","1","1","8000","2","2","2","1","20","1","17:00:00.000+03:00","4","False","False","False","False","False","True","False","False","False","False","False","False","False","2","n/a","n/a","3","1000","700","12","700","0","0","0","0","0","0","0","1200","1","3","900","1000","15","1000","0","0","0","0","0","0","0","1000","1","10","7","0","0","0","0","2","2","0","1","4","3","1","0","0","450000","300000","1","1","2","2","1","1","3","n/a","3","n/a","1","2","1200000","98","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","2","2","2","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","3","20000","2","2","2","25000","2","3","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","False","True","False","False","True","False","False","1","3","4","2","1","1","5000","1","False","True","True","1","1","True","False","False","False","False","False","1","1","1","1","4","2","n/a","n/a","2","1","2","2","2","2","2","2","4","3","4"
"KIRUHURA","M_8","SW",1,"2","1",1,"Male","6","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Manager","2","n/a","3","2","6","200","65","2100","3","3","n/a","3000","100","100","07:00:00.000+03:00","1","1","0","1","1","1","2","2","2","9000","2","2","2","1","119","1","18:00:00.000+03:00","4","False","False","False","True","False","False","False","False","False","False","False","False","False","2","n/a","n/a","3","800","4000","100","4000","0","0","0","0","4000","0","0","900","1","3","600","3500","100","3500","0","0","0","0","3500","0","0","700","1","12","11","0","1","0","0","3","1","0","2","5","4","0","1","0","950000","0","1","4","1","4","1","4","3","n/a","3","n/a","2","2","999","2","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","2","4","2","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","False","True","False","False","False","False","False","2","3","1","2","1","1","5000","1","False","True","True","1","4","True","False","False","False","False","False","1","1","1","1","3","2","n/a","n/a","2","2","2","2","2","2","2","2","3","3","5"
