"district","hh_id","shed","q1","q1a","q1b","consent","mcc.q4","mcc.q5","mcc.secB_group.b01","mcc.secB_group.b02.5","mcc.secB_group.b02.6","mcc.secB_group.b02.7","mcc.secB_group.b02.99","mcc.secB_group.b03","mcc.secB_group.b04","mcc.secB_group.b05.1","mcc.secB_group.b05.2","mcc.secB_group.b05.3","mcc.secB_group.b05.4","mcc.secB_group.b05.5","mcc.secB_group.b05.6","mcc.secB_group.b05.7","mcc.secB_group.b05.8","mcc.secB_group.b05.96","mcc.secC_group.q6","mcc.secC_group.q6a","mcc.secC_group.q8","mcc.secC_group.q14","mcc.secC_group.q15","mcc.secC_group.q16","mcc.secC_group.q17","mcc.secC_group.q18","mcc.secC_group.q19","mcc.secC_group.q20","mcc.secC_group.q21","mcc.secC_group.q22","mcc.secC_group.q23","mcc.secC_group.q24","mcc.secC_group.q25","mcc.secC_group.q26","mcc.secC_group.q27","mcc.secC_group.q28","mcc.secC_group.q28b","mcc.secC_group.q28c","mcc.secC_group.q28d","mcc.secC_group.q28e","mcc.secC_group.secC_subgroup.q29","mcc.secC_group.secC_subgroup.q30","mcc.secC_group.secC_subgroup.q30a","mcc.secC_group.secC_subgroup.q30b","mcc.secC_group.secC_subgroup.q31","mcc.secC_group.secC_subgroup.q32","mcc.secC_group.secC_subgroup.q33","mcc.secC_group.q34","mcc.secC_group.q35","mcc.secC_group.q36","mcc.secC_group.q37","mcc.secC_group.q38","mcc.secC_group.q39.1","mcc.secC_group.q39.2","mcc.secC_group.q39.3","mcc.secC_group.q39.4","mcc.secC_group.q39.5","mcc.secC_group.q39.6","mcc.secC_group.q39.7","mcc.secC_group.q39.8","mcc.secC_group.q39.9","mcc.secC_group.q39.10","mcc.secC_group.q39.11","mcc.secC_group.q39.96","mcc.secC_group.q39.98","mcc.secC_group.q41","mcc.secC_group.q42","mcc.secC_group.q43","mcc.secD_group.q49","mcc.secD_group.q50","mcc.secD_group.q51","mcc.secD_group.q52","mcc.secD_group.q53","mcc.secD_group.q54","mcc.secD_group.q55","mcc.secD_group.q56","mcc.secD_group.q57","mcc.secD_group.q58","mcc.secD_group.q59","mcc.secD_group.q60","mcc.secD_group.q61","mcc.secD_group.q62","mcc.secD_group.q63","mcc.secD_group.q64","mcc.secD_group.q65","mcc.secD_group.q66","mcc.secD_group.q67","mcc.secD_group.q68","mcc.secD_group.q69","mcc.secD_group.q70","mcc.secD_group.q71","mcc.secD_group.q72","mcc.secD_group.q73","mcc.secD_group.q74","mcc.secD_group.q75","mcc.secD_group.q76","mcc.secD_group.q88","mcc.secD_group.q89","mcc.secD_group.q90","mcc.secD_group.q91","mcc.secD_group.q92","mcc.secD_group.q93","mcc.secD_group.q94","mcc.secD_group.q95","mcc.secD_group.q96","mcc.secD_group.q97","mcc.secE_group.q98","mcc.secE_group.q99","mcc.secE_group.q100","mcc.secE_group.q101","mcc.secE_group.q102","mcc.secE_group.q102b","mcc.secE_group.q102c","mcc.secF_group.c1","mcc.secF_group.x1","mcc.secF_group.c6","mcc.secF_group.x3","mcc.secF_group.c11","mcc.secF_group.x5","mcc.secF_group.c13","mcc.secF_group.x7","mcc.secF_group.c16","mcc.secF_group.x9","mcc.secF_group.c2","mcc.secF_group.x11","mcc.secF_group.x13","mcc.secF_group.x18","mcc.secF_group.c3","mcc.secF_group.x21","mcc.secF_group.x23","mcc.secF_group.x28","mcc.secF_group.c4","mcc.secF_group.x31","mcc.secF_group.x33","mcc.secF_group.x38","mcc.secF_group.c5","mcc.secF_group.x41","mcc.secF_group.x43","mcc.secF_group.x44","mcc.secF_group.c7","mcc.secF_group.x51","mcc.secF_group.x48","mcc.secF_group.c8","mcc.secF_group.x61","mcc.secF_group.x62","mcc.secF_group.c9","mcc.secF_group.x71","mcc.secF_group.x73","mcc.secF_group.x78","mcc.secF_group.c10","mcc.secF_group.x81","mcc.secF_group.x83","mcc.secF_group.x88","mcc.secF_group.c12","mcc.secF_group.x91","mcc.secF_group.x93","mcc.secF_group.x98","mcc.secF_group.c14","mcc.secF_group.x101","mcc.secF_group.x103","mcc.secF_group.x108","mcc.secF_group.c15","mcc.secF_group.x111","mcc.secF_group.x113","mcc.secF_group.x118","mcc.secF_group.c17","mcc.secF_group.c18.1","mcc.secF_group.c18.2","mcc.secF_group.c18.3","mcc.secF_group.c18.4","mcc.secF_group.c18.5","mcc.secF_group.c18.6","mcc.secF_group.c19.1","mcc.secF_group.c19.2","mcc.secF_group.c19.3","mcc.secF_group.c19.4","mcc.secF_group.c19.5","mcc.secF_group.c19.6","mcc.secF_group.c19.7","mcc.secF_group.c19.8","mcc.secF_group.c19.96","mcc.secF_group.c154","mcc.secF_group.c155.1","mcc.secF_group.c155.2","mcc.secF_group.c155.3","mcc.secF_group.c155.4","mcc.secF_group.c155.5","mcc.secF_group.c155.96","mcc.secF_group.c155.98","mcc.secF_group.c158","mcc.secF_group.c159","mcc.secF_group.c163","mcc.secF_group.c164","mcc.secF_group.c169x","mcc.secF_group.c169x2","mcc.secF_group.c169x1","mcc.secF_group.c170","mcc.secF_group.c171.1","mcc.secF_group.c171.2","mcc.secF_group.c171.3","mcc.secF_group.c172","mcc.secF_group.c173","mcc.secF_group.c174.1","mcc.secF_group.c174.2","mcc.secF_group.c174.3","mcc.secF_group.c174.4","mcc.secF_group.c174.5","mcc.secF_group.c174.96","mcc.secF_group.c180","mcc.secF_group.c181","mcc.secF_group.c182","mcc.secG_group.f01","mcc.secG_group.f02","mcc.secG_group.f03","mcc.secG_group.f04","mcc.secG_group.f05","mcc.secH_group.g01","mcc.secH_group.g02","mcc.secH_group.g03","mcc.secH_group.g04","mcc.secH_group.g05","mcc.secH_group.g06","mcc.secH_group.g07","mcc.secH_group.g08","mcc.secH_group.g09","mcc.secH_group.g10","mcc.secH_group.g11"
"NAKASEKE",NA,NA,NA,NA,NA,1,"Male","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manager","0.25","1","2","2","8","1750","0","n/a","3","3","n/a","4000","5","5","08:00:00.000+03:00","2","0","0","0","1","1","10","10","10","999","2","3","2","2","n/a","1","11:00:00.000+03:00","3","False","True","False","True","False","False","False","False","False","False","False","False","False","2","n/a","n/a","96","999","999","999","999","999","999","999","999","999","999","999","999","999","96","999","999","999","999","999","999","999","999","999","999","999","999","999","2","2","0","0","0","0","2","1","0","0","2","1","0","1","0","300000","0","1","1","2","3","3","n/a","3","n/a","3","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","3","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","1","True","False","False","False","False","False","False","False","False","False","False","False","False","True","False","1","False","True","False","False","False","False","False","3","n/a","n/a","n/a","2","n/a","n/a","1","False","True","True","1","2","True","False","False","False","False","False","1","1","1","1","4","2","n/a","n/a","2","1","1","2","1","2","2","2","2","4","3"
"NAKASEKE",NA,NA,NA,NA,NA,1,"Male","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manager","1","1","5","2","0","n/a","0","n/a","4","2","1500","7600","40","100","07:00:00.000+03:00","1","1","0","0","1","2","8","6","999","20000","1","1","2","2","n/a","1","12:00:00.000+03:00","3","False","False","True","False","False","True","False","False","False","False","False","False","False","1","4","1","1","1100","3000","40","3000","0","0","0","0","3000","0","0","1250","3000","1","800","7000","40","7000","0","0","0","0","7000","0","0","950","1","2","2","0","0","0","0","2","1","1","1","3","3","0","0","0","400000","0","1","2","1","3","1","2","3","n/a","3","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","3","2","3","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","2","6","2","2","n/a","n/a","1","False","True","False","1","96","True","False","False","False","False","True","1","1","1","1","4","2","n/a","n/a","2","2","2","2","2","2","2","2","2","2","3"
"NAKASEKE",NA,NA,NA,NA,NA,1,"Female","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manager","2","1","5","2","14","3000","0","n/a","3","2","500","10000","10","50","08:36:00.000+03:00","1","0","0","0","1","2","9","8","9","999","2","2","3","2","n/a","1","12:01:00.000+03:00","3","False","False","False","False","False","False","False","False","False","False","False","True","False","2","n/a","n/a","1","1300","800","10","800","0","0","0","0","800","0","0","0","0","1","800","4000","17","4000","0","0","0","0","4000","0","0","1300","4000","12","9","3","0","0","1","3","1","1","1","3","1","1","1","0","200000","400000","2","3","2","3","1","3","3","n/a","3","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","3","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","n/a","n/a","2","n/a","n/a","1","False","True","True","1","96","False","False","False","False","True","False","1","1","1","1","4","2","n/a","n/a","1","1","1","1","2","2","1","2","3","3","2"
"KIRUHURA",NA,NA,NA,NA,NA,1,"Female","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manager","11","3","5","2","26","1000","50","1200","3","3","n/a","2200","50","100","07:00:00.000+03:00","0","0","0","0","1","1","1","1","1","2200","2","2","2","1","50","2","10:30:00.000+03:00","4","True","False","False","False","False","False","False","False","False","False","False","False","False","2","n/a","n/a","1","1300","700","60","700","0","0","0","0","700","0","0","1350","1","1","550","3000","76","3000","0","0","0","0","3000","0","0","0","1","7","6","1","0","0","0","2","1","0","0","3","2","1","0","0","270000","350000","1","1","1","1","3","n/a","3","n/a","3","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","3","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","1","3000","2","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","2","6","2","1","1","160000","1","True","True","True","1","2","True","False","False","False","False","False","1","1","1","2","n/a","2","n/a","n/a","1","1","1","2","2","2","2","2","4","4","3"
"KIRUHURA",NA,NA,NA,NA,NA,1,"Female","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manager","6","3","2","1","n/a","n/a","50","2000","4","2","300","10000","10","20","08:00:00.000+03:00","3","1","0","1","1","1","1","1","1","1","3","1","1","2","n/a","1","15:30:00.000+03:00","4","False","False","False","True","False","False","False","False","False","False","False","False","False","2","n/a","n/a","3","1200","900","40","900","0","0","0","0","900","0","0","1250","2","3","800","900","50","900","0","0","0","0","900","0","0","850","1","5","4","0","0","3","0","2","1","0","2","2","1","1","0","0","150000","250000","1","2","2","2","1","1","2","2","3","n/a","2","2","280000","2","1","1","1200000","2","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","2","2","3","n/a","n/a","2","2","999","2","3","n/a","n/a","n/a","2","2","999","2","2","2","999","2","3","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","True","False","False","False","False","False","False","2","3","98","2","1","1","30000","1","True","True","True","1","5","True","False","False","False","False","False","1","1","1","1","3","1","1500000","96","2","2","2","2","2","2","2","2","3","3","5"
"KIRUHURA",NA,NA,NA,NA,NA,1,"Male","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manager","0.5","3","1","2","5","600","13","400","3","3","n/a","1700","50","95","08:00:00.000+03:00","0","0","0","0","1","1","3","2","2","12000","2","1","2","2","n/a","2","12:00:00.000+03:00","4","False","False","False","True","False","False","False","False","False","False","False","False","False","2","n/a","n/a","1","850","450","17","450","0","0","0","0","450","0","0","1000","1","1","900","700","17","700","0","0","700","0","0","0","0","1100","1","2","1","0","1","0","0","1","1","0","1","2","2","0","0","0","200000","0","1","2","2","1","3","n/a","3","n/a","2","1","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","3","2","3","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","n/a","n/a","2","n/a","n/a","1","False","True","True","1","2","True","False","False","False","False","False","1","1","2","1","4","2","n/a","n/a","2","2","2","2","2","2","2","2","3","3","4"
"KIRUHURA",NA,NA,NA,NA,NA,1,"Male","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chairman","0.5","1","1","2","50","6000","0","n/a","2","3","n/a","6000","45","90","09:00:00.000+03:00","1","6","0","0","1","1","1","0","0","999","3","1","2","2","n/a","1","12:00:00.000+03:00","4","False","False","False","True","True","False","False","False","False","False","False","False","False","2","n/a","n/a","1","1200","2000","50","2000","0","0","0","0","2000","0","0","1000","50","1","1100","2700","50","2700","0","0","0","0","2700","0","0","1200","1","30","25","0","0","20","0","10","0","1","10","10","10","0","0","0","1500000","0","3","n/a","2","1","3","n/a","1","1","1","1","3","n/a","n/a","n/a","2","2","1200000","2","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","2","2","3","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","3","2000000","2","3","n/a","n/a","n/a","1","False","True","True","False","False","False","False","False","False","False","False","False","True","False","False","3","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","n/a","n/a","2","n/a","n/a","1","False","True","True","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","1","1","1","4","1","30000000","4","2","2","2","2","2","2","2","2","3","3","5"
"KIRUHURA",NA,NA,NA,NA,NA,1,"Male","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manager","1","6","3","2","6","400","0","n/a","2","2","500","2150","50","90","07:00:00.000+03:00","1","2","0","0","1","1","1","1","1","4200","2","2","2","1","50","1","12:30:00.000+03:00","4","False","False","False","True","False","False","False","False","False","False","False","False","False","2","n/a","n/a","1","1200","1000","6","0","0","0","1000","0","1000","0","0","900","6","1","400","2150","6","2150","0","0","0","0","0","0","0","500","6","24","24","0","0","0","0","4","1","0","1","3","3","0","0","0","200000","0","1","3","1","3","1","4","3","n/a","3","n/a","2","3","500000","2","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","3","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","n/a","n/a","2","n/a","n/a","1","True","True","True","1","3","True","False","False","False","False","False","1","1","2","2","n/a","2","n/a","n/a","1","2","2","2","2","2","2","2","4","4","3"
"KIRUHURA",NA,NA,NA,NA,NA,1,"Female","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manager","10","2","3","1","n/a","n/a","0","n/a","4","4","n/a","1000","65","85","07:00:00.000+03:00","0","1","0","0","0","1","1","1","1","3500","2","3","2","2","n/a","1","11:00:00.000+03:00","4","False","False","True","False","False","False","False","False","False","False","False","False","False","2","n/a","n/a","1","1000","750","4","750","0","0","0","0","750","0","0","1000","1","1","800","1000","4","1000","0","0","0","0","0","0","0","800","1000","0","0","0","0","0","0","1","1","0","2","2","1","1","0","0","200000","200000","1","1","2","3","2","3","3","n/a","3","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","3","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","n/a","n/a","2","n/a","n/a","1","True","True","True","1","3","True","False","False","False","False","False","1","1","2","2","n/a","2","n/a","n/a","1","1","2","2","2","2","2","2","4","4","4"
"MASINDI",NA,NA,NA,NA,NA,1,"Male","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manager","2","1","2","2","52","1200","0","n/a","3","3","n/a","2700","60","100","08:00:00.000+03:00","2","1","0","0","1","1","1","0","0","2700","1","1","1","2","n/a","1","11:40:00.000+03:00","3","True","False","False","False","False","False","False","False","False","False","False","False","False","1","1","96","3","1300","800","50","800","0","0","800","0","0","0","0","1500","1","3","900","2700","50","2700","0","0","2700","0","0","0","0","1000","1","2","2","0","0","999","0","2","1","0","2","3","2","1","0","0","100000","150000","1","2","1","2","1","2","3","n/a","3","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","2","2","3","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","1","True","True","False","False","False","False","False","True","False","False","False","False","False","False","False","2","False","True","False","True","False","False","False","2","1","2","2","2","n/a","n/a","1","True","True","True","1","2","True","False","False","False","False","False","1","1","1","2","n/a","2","n/a","n/a","2","2","2","2","2","2","2","2","2","3","3"
"MASINDI",NA,NA,NA,NA,NA,1,"Male","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manager","1","1","1","2","30","1200","0","n/a","3","3","n/a","2000","55","100","07:00:00.000+03:00","3","1","0","0","0","0","1","0","0","2000","1","1","1","2","n/a","1","12:30:00.000+03:00","3","False","False","False","True","False","False","False","False","False","False","False","False","False","2","n/a","n/a","1","1000","1500","30","1500","0","0","0","0","1500","0","0","1100","2","1","800","2000","30","2000","0","0","0","0","2000","0","0","900","2","0","0","0","0","20","0","2","1","1","5","2","2","0","0","0","70000","0","1","2","1","2","1","2","3","n/a","3","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","3","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","1","2","999","2","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","2","4","1","2","n/a","n/a","1","True","True","True","1","2","True","False","False","False","False","False","1","1","1","2","n/a","2","n/a","n/a","1","1","1","1","1","1","1","1","2","3","5"
"NAKASEKE",NA,NA,NA,NA,NA,1,"Male","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manager","3","3","4","1","n/a","n/a","45","6000","3","3","n/a","13000","25","95","08:00:00.000+03:00","2","3","0","0","2","2","25","25","15","35000","2","3","3","1","60","1","12:30:00.000+03:00","3","False","False","True","False","False","False","False","False","False","False","False","False","False","2","n/a","n/a","1","900","3000","25","3000","0","0","0","0","3000","0","0","1000","1","1","1000","12000","45","12000","0","0","0","0","12000","0","0","1200","1","1","1","0","0","0","0","3","2","0","2","2","2","0","0","0","450000","0","1","3","2","3","2","2","3","n/a","3","n/a","3","n/a","n/a","n/a","2","3","30000","2","1","1","150000","2","3","n/a","n/a","n/a","3","n/a","n/a","3","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","3","40000","2","3","n/a","n/a","n/a","3","n/a","n/a","n/a","1","False","False","True","False","False","False","False","False","False","False","False","False","True","False","False","3","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","3","6","1","1","1","20000","1","False","True","True","1","2","True","False","False","False","False","False","1","1","1","1","4","2","n/a","n/a","2","2","2","2","2","2","2","2","2","2","4"
"NAKASEKE",NA,NA,NA,NA,NA,1,"Male","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manager","6","1","1","2","15","1500","0","n/a","3","3","n/a","4500","30","75","08:00:00.000+03:00","3","1","0","0","1","1","3","2","2","9000","2","2","1","2","n/a","1","12:00:00.000+03:00","3","True","False","False","False","False","False","False","False","False","False","False","False","False","2","n/a","n/a","1","1000","1500","15","1500","0","0","0","0","1500","0","0","1250","2","1","850","3000","15","3000","0","0","0","0","3000","0","0","1050","2","1","1","0","0","0","0","2","1","0","0","3","2","0","1","0","600000","0","1","1","2","3","3","n/a","3","n/a","3","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","1","3","2","3","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","3","150000","2","3","n/a","n/a","n/a","3","n/a","n/a","n/a","1","False","False","True","False","False","False","False","False","False","False","False","False","True","False","False","3","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","n/a","n/a","2","n/a","n/a","1","False","True","True","1","3","True","False","False","False","False","False","1","1","1","1","5","1","2000000","5","1","1","1","2","2","2","2","2","2","2","3"
"NAKASEKE",NA,NA,NA,NA,NA,1,"Male","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manager","999","1","5","2","34","3000","0","n/a","3","3","n/a","4280","55","75","07:00:00.000+03:00","2","0","0","0","1","2","2","2","1","999","2","2","2","2","n/a","1","13:30:00.000+03:00","3","False","False","True","False","False","False","False","False","False","False","False","False","False","2","n/a","n/a","1","999","999","999","999","999","999","999","999","999","999","999","999","999","1","600","2200","34","2000","0","0","0","0","2000","0","0","999","1","2","2","0","0","0","0","2","1","1","0","2","2","0","0","0","400000","0","1","1","1","3","3","n/a","3","n/a","3","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","3","2","3","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","1","True","False","False","False","False","False","False","False","False","False","False","False","False","False","True","3","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","3","98","1","2","n/a","n/a","1","False","True","True","1","3","True","False","False","False","False","False","1","1","1","1","4","2","n/a","n/a","1","2","2","2","2","2","2","2","2","2","4"
"KYANKWANZI",NA,NA,NA,NA,NA,1,"Male","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manager","1","1","2","2","40","2500","0","n/a","3","3","n/a","3000","40","100","07:00:00.000+03:00","1","0","0","0","1","1","2","1","1","5000","2","2","2","2","n/a","1","11:00:00.000+03:00","1","True","False","False","False","False","False","False","False","False","False","False","False","False","2","n/a","n/a","3","1000","1500","28","1500","0","0","1500","0","0","0","0","1000","1","3","500","3000","40","3000","0","0","1500","0","0","0","0","700","1","1","1","0","0","0","0","2","0","0","2","2","2","0","0","0","200000","0","3","n/a","3","n/a","3","n/a","3","n/a","3","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","3","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","2","98","2","2","n/a","n/a","2","n/a","n/a","n/a","1","2","True","False","True","False","False","False","1","1","1","1","4","2","n/a","n/a","1","1","1","2","2","2","2","2","2","2","5"
"MASINDI",NA,NA,NA,NA,NA,1,"Male","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manager","1","3","4","2","10","800","34","1200","3","3","n/a","3400","20","85","08:00:00.000+03:00","1","0","0","0","1","1","0","0","0","3000","2","2","2","1","34","1","12:00:00.000+03:00","3","False","False","True","False","False","False","False","False","False","False","False","False","False","1","4","1","3","900","800","34","800","0","10","0","0","0","0","20","100","2","3","850","3000","37","368","0","20","0","0","3700","0","20","1000","2","4","4","0","0","0","0","3","1","0","3","3","3","0","0","0","100000","0","1","2","2","3","1","1","3","n/a","1","1","2","1","100000","2","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","3","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","n/a","n/a","2","n/a","n/a","1","False","True","True","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","1","1","2","n/a","2","n/a","n/a","2","2","2","2","2","2","2","2","2","5","4"
"NAKASEKE",NA,NA,NA,NA,NA,1,"Male","96",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other","15","6","3","2","31","2500","0","n/a","3","3","n/a","3500","65","85","08:00:00.000+03:00","0","0","0","0","1","1","6","6","6","10800","2","2","2","1","6","1","11:30:00.000+03:00","1","False","False","True","False","False","False","False","False","False","False","False","False","False","2","n/a","n/a","1","600","1500","10","1500","0","0","0","0","1500","0","0","680","1","1","800","2800","20","2800","0","0","0","0","2800","0","0","880","1","10","10","0","0","80","0","2","1","0","2","4","3","1","0","0","700000","350000","2","2","1","2","3","n/a","3","n/a","3","n/a","2","3","2500000","1","1","1","7000000","2","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","3","2","1","3","1","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","1","42000000","2","3","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","False","False","False","False","True","False","False","1","2","6","2","2","n/a","n/a","1","False","True","True","1","96","False","False","False","False","True","False","1","1","1","1","4","1","42000000","4","1","1","1","1","1","2","2","2","3","3","1"
