"","today","region","district","hh_id","shed","a13","b01","b02","b02.1","b02.2","b02.3","b02.4","b02.5","b02.6","b02.7","b02.99","b03","b04","b05","b06","b07","b08","b09","b10","b11","b12","b13","b14","b14a","b15","b16","c05_dry","c05_rain","c05","c05a","c06_dry","c06_rain","c06","c06calc","c07","c07.11","c07.12","c07.13","c07.14","c07.15","c07.99","c07a","c08","d01","d02","d03","d04","d05","d06","d06a","d07","d08","d08.1","d08.2","d08.3","d08.4","d08.5","d08.99","d08a","e01","e02","e02a","e03","e04","e04a","e05","e06","e07","e18","e18a","e19","e20","e21","e22","e23","e24","e25","e26","e27","e28","f05","f06","f07","f08","f09","f10","f11a","f11b","f11c","f11c_other","f12","f13","f14","g01","g02","g03","g04","g05","g06","g07","g08","g09","g10","g11","g11.1","g11.2","g11.3","g11.4","g11.99","g11a","g12","g13","g13.1","g13.2","g13.3","g13.99","g13a","g14","g15"
"112","2020-12-01","Western","MASINDI","T_393","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",300,500,146000,"Liters",150,100,45625,-0.6875,"11 14",1,0,0,1,0,0,"",1,1,2,1,0,0,4,NA,1,"3 4 5",0,0,1,1,1,0,"",1,1,"",2,NA,"",4,2,NA,1,"",4,1,1,1,3,2,2,2,1,1,2,4,4,2,2,NA,2,1,2,"",4,5,30,1,1,1,1,1,2,2,2,5,1,"4 3 2",0,1,1,1,0,"",4,"",NA,NA,NA,NA,"",4,3
"113","2020-11-30","Western","KIBOGA","T_233","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",200,350,100375,"Liters",210,320,96725,-0.036363636363636,"",NA,NA,NA,NA,NA,NA,"",NA,2,NA,NA,NA,NA,NA,1,3,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",4,2,NA,1,"",4,2,1,1,1,1,2,2,1,1,2,2,2,1,1,1,1,2,2,"",2,1,2,1,2,2,2,2,2,2,2,2,2,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",3,4
"114","2020-12-02","Western","NAKASEKE","T_476","C",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA
"115","2020-12-03","Western","NAKASEKE","T_476","C",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA
"116","2020-12-01","Western","KIBOGA","T_197","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",400,600,182500,"Liters",400,600,182500,0,"",NA,NA,NA,NA,NA,NA,"",NA,2,NA,NA,NA,NA,NA,1,3,"",NA,NA,NA,NA,NA,NA,"",1,1,"",1,1,"",3,1,25,2,"",2,3,1,1,1,2,2,2,1,1,3,6,6,1,1,1,2,1,2,"",3,2,50,2,1,2,2,2,2,2,2,3,NA,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",4,4
"117","2020-12-04","Western","KYANKWANZI","T_414","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",350,500,155125,"Liters",300,400,127750,-0.176470588235294,"12 13 11",1,1,1,0,0,0,"",1,1,0,0,1,0,2,NA,2,"4",0,0,0,1,0,0,"",2,NA,"",2,NA,"",3,1,12,1,"",3,NA,1,1,2,1,2,1,1,1,5,6,6,1,1,3,1,1,1,"Training",3,2,3,1,1,1,2,1,2,2,2,4,1,"3 4 99",0,0,1,1,1,"Prices for milk went down",4,"",NA,NA,NA,NA,"",3,5
"118","2020-12-03","Western","NAKASEKE","T_446","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",400,600,182500,"Liters",500,700,219000,0.2,"11",1,0,0,0,0,0,"",3,1,1,0,0,0,2,NA,3,"",NA,NA,NA,NA,NA,NA,"",1,5,"",2,NA,"",4,2,NA,1,"",6,NA,1,1,1,2,2,2,1,1,2,1,1,1,1,2,2,2,2,"",2,1,99,2,2,2,2,2,2,2,2,2,2,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",5,3
"119","2020-12-01","Western","KIBOGA","T_373","C",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA
"120","2020-12-01","Western","KIRUHURA","T_3","SW",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",300,550,155125,"Liters",300,550,155125,0,"",NA,NA,NA,NA,NA,NA,"",NA,2,NA,NA,NA,NA,NA,2,NA,"",NA,NA,NA,NA,NA,NA,"",1,99,"mtn moocash",1,99,"mtn mocash",3,2,NA,1,"",3,NA,1,1,1,1,1,1,1,1,4,2,2,1,1,1,2,2,2,"",3,5,6,1,1,1,1,1,1,1,1,4,1,"1 2 3 4",1,1,1,1,0,"",4,"",NA,NA,NA,NA,"",5,2
"121","2020-12-07","Western","KIRUHURA","T_31","SW",2,"2019-08-01","99",0,0,0,0,0,0,0,1,"left the job",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2,"",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA
"122","2020-12-02","Western","KYANKWANZI","T_354","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",60,200,47450,"Liters",100,160,47450,0,"",NA,NA,NA,NA,NA,NA,"",NA,2,NA,NA,NA,NA,NA,2,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",2,1,14,1,"",2,3,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,2,2,"",1,2,99,1,1,1,1,1,1,1,1,2,1,"99",0,0,0,0,1,"There has been more saving because we didnt pay school fees and many other fees",4,"",NA,NA,NA,NA,"",3,4
"123","2020-12-03","Western","KIBOGA","T_213","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",60,180,43800,"Liters",80,90,31025,-0.291666666666667,"11 99",1,0,0,0,0,1,"Weather conditions",3,2,NA,NA,NA,NA,NA,2,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",3,2,NA,99,"From my farm and my neighbour",2,3,1,1,1,2,2,1,2,2,4,6,6,1,1,2,2,2,2,"",3,3,3,2,1,1,1,1,2,2,2,3,NA,"",NA,NA,NA,NA,NA,"",1,"2",0,1,0,0,"",3,2
"124","2020-12-01","Western","KIRUHURA","T_111","SW",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",600,1000,292000,"Liters",600,1000,292000,0,"",NA,NA,NA,NA,NA,NA,"",NA,1,2,0,0,0,2,NA,3,"",NA,NA,NA,NA,NA,NA,"",1,4,"",1,4,"",3,1,18,1,"",3,NA,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,"",3,2,0,2,2,2,2,2,2,2,2,2,2,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",1,1
"125","2020-12-02","Western","NAKASEKE","T_621","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",160,300,83950,"Liters",240,300,98550,0.173913043478261,"11 14 12",1,1,0,1,0,0,"",2,1,0,0,2,0,4,NA,3,"",NA,NA,NA,NA,NA,NA,"",1,2,"",2,NA,"",2,2,NA,1,"",3,NA,1,1,1,1,2,2,2,1,3,6,6,1,1,1,2,2,2,"",2,99,0,2,1,2,2,1,2,2,2,4,1,"3 2",0,1,1,0,0,"",4,"",NA,NA,NA,NA,"",3,5
"126","2020-12-01","Western","KIBOGA","T_685","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",200,600,146000,"Liters",200,500,127750,-0.125,"11",1,0,0,0,0,0,"",3,1,1,0,0,0,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",3,1,30,1,"",3,NA,1,1,1,2,2,2,1,1,2,6,6,1,1,3,2,2,2,"",3,2,10,1,1,1,1,1,2,2,2,3,NA,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",3,4
"127","2020-12-04","Western","KYANKWANZI","T_340","C",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA
"128","2020-12-01","Western","KYANKWANZI","T_296","C",2,"2020-09-01","5",0,0,0,0,1,0,0,0,"",1,2,2,2,2,1,2,1,2,2,1,"Loan repayment reduced my capital",1,"2021-02-01",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA
"129","2020-12-05","Western","KIRUHURA","T_5","SW",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",700,1200,346750,"Liters",900,1000,346750,0,"",NA,NA,NA,NA,NA,NA,"",NA,1,1,0,0,0,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",3,2,NA,1,"",2,3,2,2,NA,1,1,1,1,1,3,2,2,2,2,NA,1,2,1,"thermomèter",3,2,0,1,2,2,2,2,2,2,2,3,NA,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",3,2
"130","2020-12-03","Western","NAKASEKE","T_546","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",2000,4000,1095000,"Liters",2000,2000,730000,-0.333333333333333,"14 13 15",0,0,1,1,1,0,"",2,1,4,0,1,0,4,NA,2,"3 5 4",0,0,1,1,1,0,"",1,3,"",1,3,"",3,1,80,1,"",4,3,1,1,1,2,2,2,1,1,2,6,6,1,2,NA,2,2,1,"-Training on how to form a coperetive, Proper milk handling, how to use acaricides.",3,4,99,2,1,1,2,2,2,2,2,3,NA,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",2,4
"131","2020-12-02","Western","NAKASEKE","T_460","C",2,"2020-10-01","4",0,0,0,1,0,0,0,0,"",2,1,1,2,2,2,2,2,2,2,2,"",2,"",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA
"132","2020-12-04","Western","KIBOGA","T_232","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",300,400,127750,"Liters",350,460,147825,0.157142857142857,"11 99",1,0,0,0,0,1,"People are now keeping cross breed cows for diary.",3,1,2,0,0,0,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",1,2,"",2,NA,"",4,1,120,1,"",2,3,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,"",2,3,0,1,1,1,1,1,2,2,2,3,NA,"",NA,NA,NA,NA,NA,"",1,"99",0,0,0,1,"Mosquito nets.",3,2
"133","2020-12-01","Western","KIBOGA","T_165","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",200,400,109500,"Liters",150,320,85775,-0.216666666666667,"11",1,0,0,0,0,0,"",3,2,NA,NA,NA,NA,NA,2,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",3,2,NA,2,"",3,NA,1,1,1,2,2,2,1,1,2,6,6,1,1,1,1,2,2,"",3,2,0,1,1,1,2,2,2,1,1,2,2,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",2,3
"134","2020-12-05","Western","KIRUHURA","T_138","SW",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA
"135","2020-12-03","Western","NAKASEKE","T_642","C",2,"2020-08-01","99 6",0,0,0,0,0,1,0,1,"Mil",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,"2021-02-01",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA
"136","2020-12-04","Western","KIBOGA","T_199","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",80,150,41975,"Liters",50,80,23725,-0.434782608695652,"11",1,0,0,0,0,0,"",3,1,0,0,1,0,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",1,4,"",1,4,"",4,1,50,2,"",2,3,1,1,1,1,2,2,1,2,4,6,6,1,1,1,2,2,2,"",3,2,0,1,1,1,1,1,1,1,1,4,1,"3 4",0,0,1,1,0,"",4,"",NA,NA,NA,NA,"",4,4
"137","2020-12-02","Western","NAKASEKE","T_589","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",8,8,2920,"Liters",8,8,2920,0,"",NA,NA,NA,NA,NA,NA,"",NA,1,0,0,1,0,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",5,2,NA,1,"",4,2,1,1,1,2,2,2,2,1,4,4,4,2,2,NA,2,2,2,"",2,4,30,2,2,2,1,1,2,2,2,2,1,"3 4",0,0,1,1,0,"",4,"",NA,NA,NA,NA,"",3,2
"138","2020-12-03","Western","NAKASEKE","T_623","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",240,300,98550,"Liters",220,300,94900,-0.037037037037037,"",NA,NA,NA,NA,NA,NA,"",NA,1,0,0,1,0,2,NA,1,"5",0,0,0,0,1,0,"",2,NA,"",2,NA,"",4,1,8,1,"",2,1,1,1,2,1,2,1,1,1,4,6,6,1,1,1,1,2,2,"",3,5,7,1,1,1,2,1,1,2,2,3,NA,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",3,5
"139","2020-12-03","Western","NAKASEKE","T_487","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",120,250,67525,"Liters",150,300,82125,0.216216216216216,"11 14 13",1,0,1,1,0,0,"",2,1,1,0,1,0,2,NA,2,"5 3 4",0,0,1,1,1,0,"",1,4,"",2,NA,"",3,1,15,1,"",3,NA,2,2,NA,2,1,2,1,1,4,6,6,1,1,1,1,2,1,"How to test milk using lactomator.",2,3,99,1,1,1,2,1,2,2,2,4,1,"3 2",0,1,1,0,0,"",4,"",NA,NA,NA,NA,"",4,5
"140","2020-12-01","Western","MASINDI","T_427","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",200,400,109500,"Liters",230,450,124100,0.133333333333333,"11",1,0,0,0,0,0,"",2,1,1,0,0,0,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",1,99,"Diary where he supplies milk",1,99,"Dairy where he supplies",3,2,NA,1,"",4,3,1,1,1,1,2,1,1,1,3,6,6,1,1,1,1,2,2,"",3,4,0,1,1,1,2,2,2,2,2,4,1,"3 4",0,0,1,1,0,"",1,"99",0,0,0,1," Mosquito Nets",2,3
"141","2020-12-02","Western","NAKASEKE","T_474","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",80,80,29200,"Liters",120,300,76650,1.625,"11",1,0,0,0,0,0,"",3,1,0,0,1,0,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",1,2,"",1,2,"",3,2,NA,1,"",2,3,1,1,2,1,1,1,1,1,1,2,2,1,1,1,2,2,2,"",2,2,30,1,1,1,1,1,1,1,1,2,2,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",3,3
"142","2020-12-02","Western","KYANKWANZI","T_262","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",2000,4000,1095000,"Liters",3000,5000,1460000,0.333333333333333,"99",0,0,0,0,0,1,"Increase in production of milk",3,1,2,0,0,0,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",4,1,6,1,"",3,NA,1,1,1,2,1,1,2,1,3,2,2,2,2,NA,2,1,2,"",3,5,0,1,1,1,1,2,2,1,2,4,1,"3 4",0,0,1,1,0,"",4,"",NA,NA,NA,NA,"",4,3
"143","2020-12-02","Western","KIBOGA","T_171","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",80,30,20075,"Liters",300,300,109500,4.45454545454545,"11 99",1,0,0,0,0,1,"Knowledge",3,1,2,0,0,0,5,NA,3,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",3,1,30,1,"",2,2,1,1,1,2,2,2,1,2,2,6,6,1,1,1,1,2,2,"",3,1,0,1,1,1,1,1,1,1,1,2,2,"",NA,NA,NA,NA,NA,"",1,"2",0,1,0,0,"",4,4
"144","2020-12-02","Western","KIRUHURA","T_50","SW",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",400,650,191625,"Liters",400,600,182500,-0.047619047619048,"",NA,NA,NA,NA,NA,NA,"",NA,1,3,0,0,0,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",3,2,NA,1,"",4,2,1,1,2,2,2,2,1,1,2,6,6,1,1,2,1,2,2,"",3,2,99,2,1,1,2,1,2,2,2,3,NA,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",4,2
"145","2020-12-04","Western","NAKASEKE","T_245","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",130,210,62050,"Liters",80,70,27375,-0.558823529411765,"99 11",1,0,0,0,0,1,"Change in weather",2,1,1,0,0,0,5,NA,3,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",2,2,NA,2,"",4,2,1,1,1,2,2,1,1,1,3,6,6,1,1,2,1,2,2,"",3,5,0,1,1,1,2,2,2,2,2,4,1,"3 99",0,0,1,0,1,"Reduced number of suppliers",1,"2",0,1,0,0,"",3,4
"146","2020-11-30","Western","KIBOGA","T_191","C",2,"2019-03-01","99",0,0,0,0,0,0,0,1,"A car accident that led to mental illness.",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2,"",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA
"147","2020-12-04","Western","NAKASEKE","T_500","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",550,650,219000,"Liters",350,300,118625,-0.458333333333333,"11 14 13 12",1,1,1,1,0,0,"",2,1,2,0,0,0,4,NA,2,"5 4",0,0,0,1,1,0,"",2,NA,"",1,5,"",3,1,15,1,"",2,3,2,2,NA,2,2,2,1,1,2,6,6,1,1,2,2,2,1,"Sanitasation, Marketing",3,2,3,1,1,1,2,1,2,2,2,2,2,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",2,3
"148","2020-12-04","Western","KIRUHURA","T_110","SW",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",110,200,56575,"Liters",180,210,71175,0.258064516129032,"12 15",0,1,0,0,1,0,"",1,2,NA,NA,NA,NA,NA,2,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",2,2,NA,3,"",4,3,2,2,NA,2,2,2,2,2,3,3,3,1,1,1,1,1,1,"Milk cans ",3,2,3,1,2,2,1,1,2,2,2,2,1,"4 2",0,1,0,1,0,"",4,"",NA,NA,NA,NA,"",4,5
"149","2020-12-05","Western","NAKASEKE","T_583","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",150,220,67525,"Liters",300,234,97455,0.443243243243243,"11",1,0,0,0,0,0,"",3,1,4,0,0,0,4,NA,2,"99",0,0,0,0,0,1,"children can do much",1,1,"",2,NA,"",2,1,40,1,"",2,3,2,2,NA,2,2,2,2,2,2,6,6,2,2,NA,1,2,2,"",3,2,99,1,1,1,2,2,2,2,2,3,NA,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",4,4
"150","2020-12-04","Western","NAKASEKE","T_585","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",100,200,54750,"Liters",80,160,43800,-0.2,"11 14 15",1,0,0,1,1,0,"",2,1,1,0,0,0,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",3,1,25,1,"",2,2,2,2,NA,2,2,2,1,1,2,2,2,2,2,NA,2,2,2,"",3,4,15,1,1,1,2,2,2,2,2,4,2,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",3,3
"151","2020-12-03","Western","MASINDI","T_412","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",70,90,29200,"Liters",80,70,27375,-0.0625,"",NA,NA,NA,NA,NA,NA,"",NA,2,NA,NA,NA,NA,NA,2,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",3,2,NA,1,"",4,3,1,1,1,1,2,2,1,1,3,6,6,1,1,1,2,1,2,"",2,4,0,1,1,2,2,2,2,2,2,4,1,"4 2 3",0,1,1,1,0,"",4,"",NA,NA,NA,NA,"",4,3
