"","today","region","district","hh_id","shed","a13","b01","b02","b02.1","b02.2","b02.3","b02.4","b02.5","b02.6","b02.7","b02.99","b03","b04","b05","b06","b07","b08","b09","b10","b11","b12","b13","b14","b14a","b15","b16","c01","c02","c03","c04","c04a","c05_dry","c05_rain","c05","c05a","c06_dry","c06_rain","c06","c06calc","c07","c07.1","c07.4","c07.5","c07.6","c07.7","c07.8","c07.99","c07.11","c07.12","c07.13","c07.14","c07.15","c07a","c08","d01","d02","d03","d04","d05","d06","d06a","d07","d08","d08.1","d08.2","d08.3","d08.4","d08.5","d08.99","d08a","e01","e02","e02a","e03","e04","e04a","e05","e06","e07","e08","e09","e10","e11","e12","e12.1","e12.2","e12.3","e12.4","e12.99","e12a","e13","e14","e15","e16","e17","e17.1","e17.2","e17.3","e17.4","e17.99","e17a","e18","e18a","e19","e20","f01_dry","f01_rain","f01","f02_dry","f02_rain","f02","f02_calc","f04","f04_other","f05","f06","f07","f08","f09","f10","f11a","f11b","f11c","f11d","f11e","f12","f13","f14","g01","g02","g03","g04","g05","g06","g07","g08","g09","g10","g11","g11.1","g11.2","g11.3","g11.4","g11.99","g11a","g12","g13","g13.1","g13.2","g13.3","g13.99","g13a","g14","g15","e21","e22","e23","e24","e25","e26","e27","e28","f11c_other"
"439","2020-11-25","Western","KIRUHURA","F_27","SW",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,40,2,25,54,14417.5,"Liters",22,35,10402.5,-0.278481012658228,"6 8",0,0,0,1,0,1,0,NA,NA,NA,NA,NA,"",3,1,1,1,1,0,5,NA,2,"3",0,0,1,0,0,0,"",1,3,"",2,NA,"",3,1,120,2,2,NA,NA,"",NA,NA,NA,NA,NA,"",1,1,2,3,"",NA,NA,NA,NA,NA,"",3,"",4,2,20,50,12775,16,30,8395,-0.342857142857143,1,"",4,2,2,1,1,1,2,2,1,2,2,2,5,2,2,2,2,2,2,2,2,2,4,1,"3 4",0,0,1,1,0,"",4,"",NA,NA,NA,NA,"",5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","2020-11-26","Western","MASINDI","F_1266","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,6,2,25,30,10037.5,"Liters",20,10,5475,-0.454545454545455,"1 99",1,0,0,0,0,0,1,NA,NA,NA,NA,NA,"The cows are not breastfeeding
Some drugs that we give our cows reduce the milk quantity",3,1,1,0,0,0,4,NA,3,"",NA,NA,NA,NA,NA,NA,"",1,4,"",1,4,"",3,1,30,2,2,NA,NA,"",NA,NA,NA,NA,NA,"",1,1,4,3,"",NA,NA,NA,NA,NA,"",3,"",2,1,20,25,8212.5,15,5,3650,-0.555555555555556,99,"Drugs that are given to the milking cows reduce the quantity of milk",4,2,2,2,2,NA,2,2,2,2,2,2,4,10,1,1,1,1,2,2,2,2,4,1,"4 3 1",1,0,1,1,0,"",4,"",NA,NA,NA,NA,"",3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","2020-11-25","Western","KIRUHURA","F_161","SW",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Beans",3,5,2,0,0,0,"Liters",7,0,1277.5,NA,"6",0,0,0,1,0,0,0,NA,NA,NA,NA,NA,"",3,2,NA,NA,NA,NA,NA,2,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",2,2,NA,1,1,3,NA,"",NA,NA,NA,NA,NA,"",1,1,3,NA,"",NA,NA,NA,NA,NA,"",3,"",3,NA,0,0,0,6,0,1095,NA,1,"",1,NA,2,NA,1,NA,NA,NA,NA,NA,NA,2,2,1,1,1,1,2,2,1,2,2,3,NA,"",NA,NA,NA,NA,NA,"",2,"99",0,0,0,1,"Posho, Beans goats",1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","2020-11-26","Western","KIRUHURA","F_89","SW",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,80,2,50,80,23725,"Liters",35,50,15512.5,-0.346153846153846,"1 5 6 4 7",1,1,1,1,1,0,0,NA,NA,NA,NA,NA,"",2,1,3,0,4,0,4,NA,3,"",NA,NA,NA,NA,NA,NA,"",1,3,"",2,NA,"",99,2,NA,2,2,NA,NA,"",NA,NA,NA,NA,NA,"",1,1,3,NA,"",NA,NA,NA,NA,NA,"",3,"",2,3,45,75,21900,30,45,13687.5,-0.375,1,"",2,2,2,1,1,1,2,2,2,1,2,3,5,0,1,1,2,2,2,2,2,2,5,1,"3 1 2 4",1,1,1,1,0,"",99,"99",0,0,0,1,"musk",4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","2020-11-25","Western","KIRUHURA","F_277","SW",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,250,2,90,170,47450,"Liters",80,190,49275,0.038461538461539,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,4,1,2,3,2,NA,3,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",4,2,NA,2,2,NA,NA,"",NA,NA,NA,NA,NA,"",1,1,2,3,"",NA,NA,NA,NA,NA,"",3,"",4,3,80,160,43800,70,180,45625,0.041666666666667,NA,"",4,2,2,1,1,3,2,2,2,2,2,3,4,0,2,1,1,1,2,2,2,2,4,1,"3 2 4 1",1,1,1,1,0,"",4,"",NA,NA,NA,NA,"",5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","2020-11-26","Western","MASINDI","F_990","C",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","2020-11-27","Western","KYANKWANZI","F_800","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,999,2,20,40,10950,"Liters",25,50,13687.5,0.25,"99",0,0,0,0,0,0,1,NA,NA,NA,NA,NA,"Changed from cows to bulls",3,1,2,2,0,0,4,NA,2,"3 5",0,0,1,0,1,0,"",1,4,"",2,NA,"",3,1,30,2,2,NA,NA,"",NA,NA,NA,NA,NA,"",1,1,3,NA,"",NA,NA,NA,NA,NA,"",3,"",2,2,18,35,9672.5,20,50,12775,0.320754716981132,99,"Changed from cows to bulls",4,1,1,1,1,2,2,2,2,2,2,2,2,0,1,1,1,1,1,2,2,2,4,2,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","2020-11-27","Western","KYANKWANZI","F_632","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,999,2,30,35,11862.5,"Liters",20,10,5475,-0.538461538461538,"6",0,0,0,1,0,0,0,NA,NA,NA,NA,NA,"",3,1,2,0,3,0,5,NA,3,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",99,2,NA,2,2,NA,NA,"",NA,NA,NA,NA,NA,"",1,1,3,NA,"",NA,NA,NA,NA,NA,"",3,"",4,1,20,35,10037.5,10,5,2737.5,-0.727272727272727,99,"I changed from cows to bulls",2,1,1,2,2,NA,2,2,2,1,2,2,2,0,2,2,2,1,1,2,1,2,2,2,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","2020-11-30","Western","NAKASEKE","F_1450","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Other commodity","Beans",3,999,2,2,1,547.5,"Liters",0,2.5,456.25,-0.166666666666667,"6",0,0,0,1,0,0,0,NA,NA,NA,NA,NA,"",3,1,1,0,0,0,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",3,2,NA,1,1,4,3,"",NA,NA,NA,NA,NA,"",1,1,3,NA,"",NA,NA,NA,NA,NA,"",3,"",3,NA,0,0,0,0,0,0,NA,NA,"",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,10,1,2,2,2,2,2,2,2,3,NA,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","2020-11-26","Western","MASINDI","F_1292","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,100,2,15,20,6387.5,"Liters",30,25,10037.5,0.571428571428571,"8",0,0,0,0,0,1,0,NA,NA,NA,NA,NA,"",3,1,1,0,0,0,4,NA,2,"4 3 2",0,1,1,1,0,0,"",2,NA,"",2,NA,"",3,2,NA,1,2,NA,1,"2",0,1,0,0,0,"",1,1,2,3,"",NA,NA,NA,NA,NA,"",3,"",2,3,10,15,4562.5,25,20,8212.5,0.8,1,"",4,1,1,2,2,NA,2,2,2,2,2,4,4,40,1,1,1,1,2,2,2,2,5,1,"2",0,1,0,0,0,"",4,"",NA,NA,NA,NA,"",2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","2020-11-26","Western","KIBOGA","F_417","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Coffee","Coffee",NA,7,2,1.5,3,821.25,"Liters",0,2,365,-0.555555555555556,"6",0,0,0,1,0,0,0,NA,NA,NA,NA,NA,"",2,1,1,0,0,0,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",1,4,"",1,4,"",4,2,NA,1,2,NA,3,"",NA,NA,NA,NA,NA,"",1,1,3,NA,"",NA,NA,NA,NA,NA,"",3,"",4,3,1,2,547.5,0,0,0,-1,1,"",2,4,NA,2,NA,NA,2,2,2,2,2,2,5,0,1,1,1,1,1,2,2,2,5,1,"2 3 1",1,1,1,0,0,"",4,"",NA,NA,NA,NA,"",4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","2020-12-02","Western","MASINDI","F_944","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Other commodity",2,999,2,6,12,3285,"Liters",4,5,1642.5,-0.5,"1 6",1,0,0,1,0,0,0,NA,NA,NA,NA,NA,"",3,1,2,0,0,0,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",2,2,NA,2,2,NA,NA,"",NA,NA,NA,NA,NA,"",1,1,4,3,"",NA,NA,NA,NA,NA,"",3,"",2,2,2,6,1460,2,3,912.5,-0.375,99,"Closure of bars that had my potential customers that would take milk in large quantities every morning hence causing change in production",3,4,4,2,2,NA,2,2,2,2,2,3,2,25,2,2,2,2,2,2,2,2,4,1,"3 2",0,1,1,0,0,"",4,"",NA,NA,NA,NA,"",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","2020-11-27","Western","MASINDI","F_1265","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Maize",1,999,2,40,20,10950,"Liters",30,50,14600,0.333333333333333,"1 8 6 5",1,0,1,1,0,1,0,NA,NA,NA,NA,NA,"",1,1,1,0,0,0,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",2,1,25,2,2,NA,NA,"",NA,NA,NA,NA,NA,"",1,1,3,NA,"",NA,NA,NA,NA,NA,"",3,"",3,NA,30,15,8212.5,20,30,9125,0.111111111111111,3,"",4,1,1,2,2,NA,2,2,2,2,2,3,1,0,2,2,2,2,2,2,2,2,2,2,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","2020-11-28","Western","MASINDI","F_1142","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,5,2,4,10,2555,"Liters",3,4,1277.5,-0.5,"1 99",1,0,0,0,0,0,1,NA,NA,NA,NA,NA,"It",3,1,1,0,0,0,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",99,2,NA,2,2,NA,NA,"",NA,NA,NA,NA,NA,"",1,1,1,2,"4",0,0,0,1,0,"",3,"",3,NA,2,8,1825,2,2,730,-0.6,1,"",2,1,1,2,2,NA,2,2,2,2,2,2,5,0,2,1,1,2,2,2,2,2,4,2,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","2020-11-28","Western","MASINDI","F_1093","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,30,2,20,30,9125,"Liters",20,45,11862.5,0.3,"1 99",1,0,0,0,0,0,1,NA,NA,NA,NA,NA,"Bought cross breeds",3,1,1,0,0,0,2,NA,2,"5",0,0,0,0,1,0,"",2,NA,"",2,NA,"",99,2,NA,2,2,NA,NA,"",NA,NA,NA,NA,NA,"",1,1,2,3,"",NA,NA,NA,NA,NA,"",3,"",3,NA,15,25,7300,15,40,10037.5,0.375,1,"",4,2,2,2,2,NA,2,2,2,2,2,2,1,0,2,2,2,2,2,2,2,2,3,NA,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","2020-12-02","Western","MBARARA","F_108","SW",2,"2020-09-01","99",0,0,0,0,0,0,0,1,"Labour reasons because he nolonger had workers",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,"2021-04-01","","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","2020-12-03","Western","MASINDI","F_947","",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,999,2,5,20,4562.5,"Liters",15,5,3650,-0.2,"6 4",0,1,0,1,0,0,0,NA,NA,NA,NA,NA,"",2,1,2,0,0,0,4,NA,3,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",2,2,NA,2,2,NA,NA,"",NA,NA,NA,NA,NA,"",1,1,99,3,"",NA,NA,NA,NA,NA,"",3,"",3,NA,3,15,3285,10,0,1825,-0.444444444444444,1,"",3,3,3,2,2,NA,2,2,2,2,2,4,4,10,2,2,2,2,2,2,2,2,4,2,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","2020-11-28","Western","KYANKWANZI","F_540","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Maize","Bananas",1,999,2,2,3,912.5,"Liters",0,5,912.5,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,2,NA,NA,NA,NA,NA,2,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",3,2,NA,1,1,3,NA,"",NA,NA,NA,NA,NA,"",1,1,2,1,"3",0,0,1,0,0,"",3,"",3,NA,2,3,912.5,0,5,912.5,0,NA,"",3,99,99,2,2,NA,2,2,2,2,2,99,4,2,1,1,1,1,1,1,2,2,4,1,"99",0,0,0,0,1,"I cant access drugs for the cow",4,"",NA,NA,NA,NA,"",5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","2020-12-08","Western","MASINDI","F_928","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,999,2,10,20,5475,"Liters",25,15,7300,0.333333333333333,"6",0,0,0,1,0,0,0,NA,NA,NA,NA,NA,"",3,1,1,0,0,0,4,NA,1,"5 3",0,0,1,0,1,0,"",2,NA,"",2,NA,"",3,2,NA,1,1,3,NA,"",NA,NA,NA,NA,NA,"",1,1,3,NA,"",NA,NA,NA,NA,NA,"",3,"",3,NA,5,15,3650,20,10,5475,0.5,1,"",4,1,1,1,1,3,2,2,2,2,2,3,99,0,1,2,1,1,1,1,1,2,4,1,"4 3",0,0,1,1,0,"",4,"",NA,NA,NA,NA,"",5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","2020-11-27","Western","MASINDI","F_1280","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,50,2,10,20,5475,"Liters",10,10,3650,-0.333333333333333,"6 1",1,0,0,1,0,0,0,NA,NA,NA,NA,NA,"",2,1,2,0,0,0,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",99,2,NA,2,2,NA,NA,"",NA,NA,NA,NA,NA,"",1,1,3,NA,"",NA,NA,NA,NA,NA,"",3,"",2,1,8,15,4197.5,5,8,2372.5,-0.434782608695652,99,"Sold the some animals
Too much rain which leads to animals staying hungry the whole day thus the milk reduces",2,1,1,2,2,NA,2,1,2,2,1,2,5,0,2,1,1,2,1,2,2,2,4,1,"3 99",0,0,1,0,1,"The government stopping children to go to school hence expenditure is high",4,"",NA,NA,NA,NA,"",5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","2020-11-28","Western","KYANKWANZI","F_483","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,999,2,40,20,10950,"Liters",0,0,0,-1,"1 6 8 7",1,0,0,1,1,1,0,NA,NA,NA,NA,NA,"",3,1,2,0,0,0,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",99,1,12,2,1,NA,3,"",NA,NA,NA,NA,NA,"",1,1,3,NA,"",NA,NA,NA,NA,NA,"",3,"",3,NA,30,15,8212.5,0,0,0,-1,1,"",2,1,NA,2,NA,NA,2,2,2,2,1,3,5,0,2,2,2,2,2,2,2,2,3,NA,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","2020-11-26","Western","MBARARA","F_76","SW",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","2020-12-01","Western","MASINDI","F_886","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Beans","Milk",2,999,2,26,40,12045,"Liters",30,20,9125,-0.242424242424242,"99",0,0,0,0,0,0,1,NA,NA,NA,NA,NA,"I don't know",3,1,2,0,5,0,4,NA,3,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",4,1,25,1,1,99,3,"",NA,NA,NA,NA,NA,"",1,1,2,3,"",NA,NA,NA,NA,NA,"",3,"",2,3,15,30,8212.5,20,10,5475,-0.333333333333333,99,"I dontvkniw",3,4,4,1,1,1,2,2,2,2,2,2,1,0,2,2,2,2,2,2,2,2,2,1,"4",0,0,0,1,0,"",1,"2",0,1,0,0,"",3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","2020-11-28","Western","MASINDI","F_932","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,999,2,2.5,3,1003.75,"Liters",2.5,0,456.25,-0.545454545454545,"6",0,0,0,1,0,0,0,NA,NA,NA,NA,NA,"",3,1,1,0,0,0,5,NA,3,"",NA,NA,NA,NA,NA,NA,"",1,5,"",2,NA,"",3,1,15,2,2,NA,NA,"",NA,NA,NA,NA,NA,"",1,1,2,3,"",NA,NA,NA,NA,NA,"",3,"",3,NA,1.5,2,638.75,1.5,0,273.75,-0.571428571428571,1,"",2,4,4,2,2,NA,2,2,2,2,1,5,5,0,1,1,1,2,2,1,2,1,4,2,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","2020-11-26","Western","KIRUHURA","F_127","SW",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,40,2,20,40,10950,"Liters",30,40,12775,0.166666666666667,"1",1,0,0,0,0,0,0,NA,NA,NA,NA,NA,"",2,2,NA,NA,NA,NA,NA,2,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",3,1,30,2,2,NA,NA,"",NA,NA,NA,NA,NA,"",1,1,3,NA,"",NA,NA,NA,NA,NA,"",3,"",3,NA,15,35,9125,25,35,10950,0.2,1,"",2,2,2,1,1,2,2,2,2,2,1,3,2,0,2,2,2,2,2,2,2,2,2,2,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","2020-11-28","Western","NAKASEKE","F_1502","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,99,2,15,20,6387.5,"Liters",12,18,5475,-0.142857142857143,"1 6",1,0,0,1,0,0,0,NA,NA,NA,NA,NA,"",2,1,1,1,4,0,4,NA,2,"3",0,0,1,0,0,0,"",1,3,"",1,3,"",4,1,50,1,2,NA,2,"3 4",0,0,1,1,0,"",1,1,4,2,"3 4",0,0,1,1,0,"",3,"",3,NA,10,15,4562.5,8,10,3285,-0.28,1,"",4,1,1,2,2,NA,2,2,2,1,2,3,4,0,1,1,1,2,1,2,2,2,4,1,"3",0,0,1,0,0,"",4,"",NA,NA,NA,NA,"",4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","2020-11-26","Western","MASINDI","F_1279","",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,30,2,30,50,14600,"Liters",30,30,10950,-0.25,"7 8",0,0,0,0,1,1,0,NA,NA,NA,NA,NA,"",2,1,3,3,2,0,5,NA,1,"4 5",0,0,0,1,1,0,"",1,3,"",1,4,"",4,1,50,2,2,NA,NA,"",NA,NA,NA,NA,NA,"",1,1,1,3,"",NA,NA,NA,NA,NA,"",3,"",4,2,20,40,10950,10,20,5475,-0.5,1,"",2,1,1,2,2,NA,2,1,1,2,1,2,1,20,1,1,1,2,2,2,2,2,4,1,"1",1,0,0,0,0,"",4,"",NA,NA,NA,NA,"",4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","2020-11-24","Western","KYANKWANZI","F_791","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Maize",2,8,2,25,45,12775,"Liters",20,15,6387.5,-0.5,"1 99 8",1,0,0,0,0,1,1,NA,NA,NA,NA,NA,"Less gras to feed their cow",2,2,NA,NA,NA,NA,NA,2,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",99,2,NA,2,2,NA,NA,"",NA,NA,NA,NA,NA,"",1,1,4,2,"4",0,0,0,1,0,"",3,"",3,NA,18,35,9672.5,15,10,4562.5,-0.528301886792453,1,"",3,4,4,2,2,NA,2,2,2,2,2,3,5,0,2,2,2,2,2,99,2,2,4,2,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","2020-11-27","Western","KYANKWANZI","F_485","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,999,2,25,30,10037.5,"Liters",20,30,9125,-0.090909090909091,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,0,0,0,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",3,1,30,1,1,3,NA,"",NA,NA,NA,NA,NA,"",1,1,3,NA,"",NA,NA,NA,NA,NA,"",3,"",3,NA,20,25,8212.5,15,25,7300,-0.111111111111111,1,"",4,1,1,1,1,1,1,1,2,2,2,3,4,0,2,2,2,2,2,2,2,99,4,1,"4",0,0,0,1,0,"",4,"",NA,NA,NA,NA,"",4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
